Breed,Disease,Disorder,Recommended Recipes
dachshund,Urolithiasis (stones),Inherited disorders of the urinary and reproductive systems,"c/d Multicare Urinary Care Stew for Dog Food with Chicken & added Vegetables Can, c/d Multicare Chicken Flavor Dog Food, c/d Multicare Dry Dog Food with Chicken Bag"
dachshund,Hyperadrenocorticism (Cushing's syndrome),Inherited endocrine disorders,"w/d Dry Dog Food with Chicken, w/d Wet Dog Food with Chicken, i/d Low Fat Digestive Care Dog Food"
dachshund,Cataracts,Inherited eye disorders,"Puppy No Corn, Wheat, Soy Chicken & Brown Rice Recipe                                  , Puppy Large Breed Dry Dog Food with Chicken, Puppy Medium Breed Dry Dog Food with Lamb & Rice"
dachshund,Dermoids,Inherited eye disorders,"Puppy No Corn, Wheat, Soy Chicken & Brown Rice Recipe                                  , Puppy Large Breed Dry Dog Food with Chicken, Puppy Medium Breed Dry Dog Food with Lamb & Rice"
dachshund,"Keratoconjunctivitis sicca (KCS) - ""dry eye""",Inherited eye disorders,"Derm Complete Rice & Egg Recipe Dry Dog Food, Derm Complete Puppy Dry Dog Food Original, Derm Complete Dry Dog Food Original"
dachshund,Microphthalmia; ocular dysgenesis,Inherited eye disorders,"Puppy No Corn, Wheat, Soy Chicken & Brown Rice Recipe                                  , Puppy Large Breed Dry Dog Food with Chicken, Puppy Medium Breed Dry Dog Food with Lamb & Rice"
dachshund,Optic nerve hypoplasia and micropapilla,Inherited eye disorders,"Puppy No Corn, Wheat, Soy Chicken & Brown Rice Recipe                                  , Puppy Large Breed Dry Dog Food with Chicken, Puppy Medium Breed Dry Dog Food with Lamb & Rice"
dachshund,Pannus - chronic superficial keratitis,Inherited eye disorders,"Puppy No Corn, Wheat, Soy Chicken & Brown Rice Recipe                                  , Puppy Large Breed Dry Dog Food with Chicken, Puppy Medium Breed Dry Dog Food with Lamb & Rice"
dachshund,Corneal dystrophy,Inherited eye disorders,"Puppy No Corn, Wheat, Soy Chicken & Brown Rice Recipe                                  , Puppy Large Breed Dry Dog Food with Chicken, Puppy Medium Breed Dry Dog Food with Lamb & Rice"
dachshund,Glaucoma,Inherited eye disorders,"Puppy No Corn, Wheat, Soy Chicken & Brown Rice Recipe                                  , Puppy Large Breed Dry Dog Food with Chicken, Puppy Medium Breed Dry Dog Food with Lamb & Rice"
dachshund,Progressive retinal atrophy,Inherited eye disorders,"Puppy No Corn, Wheat, Soy Chicken & Brown Rice Recipe                                  , Puppy Large Breed Dry Dog Food with Chicken, Puppy Medium Breed Dry Dog Food with Lamb & Rice"
dachshund,Cleft lip/palate,Inherited gastrointestinal disorders,"Gastrointestinal Biome Mini Dry Dog Food with Chicken Bag, Gastrointestinal Biome Stew for Dogs with Chicken & added Carrots Can, Gastrointestinal Biome Dry Dog Food with Chicken Bag"
dachshund,Portosystemic shunt,Inherited gastrointestinal disorders,"Gastrointestinal Biome Mini Dry Dog Food with Chicken Bag, Gastrointestinal Biome Stew for Dogs with Chicken & added Carrots Can, Gastrointestinal Biome Dry Dog Food with Chicken Bag"
dachshund,Elbow dysplasia - OCD of the elbow,Inherited musculoskeletal disorders,"c/d Multicare Chicken Flavor Dog Food, Adult Wet Dog Food with Beef, Senior Small & Mini Breed Dry Dog Food with Chicken"
dachshund,Intervertebral disk disease,Inherited musculoskeletal disorders,"c/d Multicare Chicken Flavor Dog Food, Adult Wet Dog Food with Beef, Senior Small & Mini Breed Dry Dog Food with Chicken"
dachshund,Deafness,Inherited nervous system disorders,"c/d Multicare Chicken Flavor Dog Food, Adult Wet Dog Food with Beef, Senior Small & Mini Breed Dry Dog Food with Chicken"
dachshund,Idiopathic epilepsy,Inherited nervous system disorders,"c/d Multicare Chicken Flavor Dog Food, Adult Wet Dog Food with Beef, Senior Small & Mini Breed Dry Dog Food with Chicken"
dachshund,Intervertebral disk disease,Inherited nervous system disorders,"c/d Multicare Chicken Flavor Dog Food, Adult Wet Dog Food with Beef, Senior Small & Mini Breed Dry Dog Food with Chicken"
dachshund,acanthosis nigricans,Inherited skin disorders,"Adult Sensitive Stomach & Skin Tender Chicken & Vegetable Stew Dog Food, Adult Sensitive Stomach & Skin Chicken & Vegetable Entrée dog food, Adult Sensitive Stomach & Skin Salmon & Vegetable Entrée Dog Food"
dachshund,colour dilution alopecia,Inherited skin disorders,"Adult Sensitive Stomach & Skin Tender Chicken & Vegetable Stew Dog Food, Adult Sensitive Stomach & Skin Chicken & Vegetable Entrée dog food, Adult Sensitive Stomach & Skin Salmon & Vegetable Entrée Dog Food"
dachshund,Cutaneous asthenia (Ehlers-Danlos syndrome),Inherited skin disorders,"Adult Sensitive Stomach & Skin Tender Chicken & Vegetable Stew Dog Food, Adult Sensitive Stomach & Skin Chicken & Vegetable Entrée dog food, Adult Sensitive Stomach & Skin Salmon & Vegetable Entrée Dog Food"
dachshund,Demodicosis/ Demodectic mange,Inherited skin disorders,"Adult Sensitive Stomach & Skin Tender Chicken & Vegetable Stew Dog Food, Adult Sensitive Stomach & Skin Chicken & Vegetable Entrée dog food, Adult Sensitive Stomach & Skin Salmon & Vegetable Entrée Dog Food"
dachshund,Follicular dysplasias,Inherited skin disorders,"Adult Sensitive Stomach & Skin Tender Chicken & Vegetable Stew Dog Food, Adult Sensitive Stomach & Skin Chicken & Vegetable Entrée dog food, Adult Sensitive Stomach & Skin Salmon & Vegetable Entrée Dog Food"
dachshund,pattern baldness,Inherited skin disorders,"Adult Sensitive Stomach & Skin Tender Chicken & Vegetable Stew Dog Food, Adult Sensitive Stomach & Skin Chicken & Vegetable Entrée dog food, Adult Sensitive Stomach & Skin Salmon & Vegetable Entrée Dog Food"
dachshund,sebaceous adenitis,Inherited skin disorders,"Adult Sensitive Stomach & Skin Tender Chicken & Vegetable Stew Dog Food, Adult Sensitive Stomach & Skin Chicken & Vegetable Entrée dog food, Adult Sensitive Stomach & Skin Salmon & Vegetable Entrée Dog Food"
dachshund,seborrhea,Inherited skin disorders,"Adult Sensitive Stomach & Skin Tender Chicken & Vegetable Stew Dog Food, Adult Sensitive Stomach & Skin Chicken & Vegetable Entrée dog food, Adult Sensitive Stomach & Skin Salmon & Vegetable Entrée Dog Food"
dalmatian,Urolithiasis (stones),Inherited disorders of the urinary and reproductive systems,"c/d Multicare Urinary Care Stew for Dog Food with Chicken & added Vegetables Can, c/d Multicare Chicken Flavor Dog Food, c/d Multicare Dry Dog Food with Chicken Bag"
dalmatian,Cataracts,Inherited eye disorders,"Puppy No Corn, Wheat, Soy Chicken & Brown Rice Recipe                                  , Puppy Large Breed Dry Dog Food with Chicken, Puppy Medium Breed Dry Dog Food with Lamb & Rice"
dalmatian,Dermoids,Inherited eye disorders,"Puppy No Corn, Wheat, Soy Chicken & Brown Rice Recipe                                  , Puppy Large Breed Dry Dog Food with Chicken, Puppy Medium Breed Dry Dog Food with Lamb & Rice"
dalmatian,Ectropion,Inherited eye disorders,"Puppy No Corn, Wheat, Soy Chicken & Brown Rice Recipe                                  , Puppy Large Breed Dry Dog Food with Chicken, Puppy Medium Breed Dry Dog Food with Lamb & Rice"
dalmatian,Entropion,Inherited eye disorders,"Puppy No Corn, Wheat, Soy Chicken & Brown Rice Recipe                                  , Puppy Large Breed Dry Dog Food with Chicken, Puppy Medium Breed Dry Dog Food with Lamb & Rice"
dalmatian,Microphthalmia; ocular dysgenesis,Inherited eye disorders,"Puppy No Corn, Wheat, Soy Chicken & Brown Rice Recipe                                  , Puppy Large Breed Dry Dog Food with Chicken, Puppy Medium Breed Dry Dog Food with Lamb & Rice"
dalmatian,Pannus - chronic superficial keratitis,Inherited eye disorders,"Puppy No Corn, Wheat, Soy Chicken & Brown Rice Recipe                                  , Puppy Large Breed Dry Dog Food with Chicken, Puppy Medium Breed Dry Dog Food with Lamb & Rice"
dalmatian,Glaucoma,Inherited eye disorders,"Puppy No Corn, Wheat, Soy Chicken & Brown Rice Recipe                                  , Puppy Large Breed Dry Dog Food with Chicken, Puppy Medium Breed Dry Dog Food with Lamb & Rice"
dalmatian,Progressive retinal atrophy,Inherited eye disorders,"Puppy No Corn, Wheat, Soy Chicken & Brown Rice Recipe                                  , Puppy Large Breed Dry Dog Food with Chicken, Puppy Medium Breed Dry Dog Food with Lamb & Rice"
dalmatian,Atopy,Inherited immune disorders,"Adult Turkey & Barley Dog Food, Adult Chicken & Barley Entrée Dog Food, Adult Beef & Barley Entrée Dog Food"
dalmatian,Globoid cell leukodystrophy (galactocerebrosidosis),Inherited nervous system disorders,"c/d Multicare Chicken Flavor Dog Food, Adult Wet Dog Food with Beef, Senior Small & Mini Breed Dry Dog Food with Chicken"
dalmatian,Laryngeal paralysis,Inherited nervous system disorders,"c/d Multicare Chicken Flavor Dog Food, Adult Wet Dog Food with Beef, Senior Small & Mini Breed Dry Dog Food with Chicken"
dalmatian,Deafness,Inherited nervous system disorders,"c/d Multicare Chicken Flavor Dog Food, Adult Wet Dog Food with Beef, Senior Small & Mini Breed Dry Dog Food with Chicken"
dalmatian,Peripheral neuropathies,Inherited nervous system disorders,"c/d Multicare Chicken Flavor Dog Food, Adult Wet Dog Food with Beef, Senior Small & Mini Breed Dry Dog Food with Chicken"
dalmatian,Spina bifida,Inherited nervous system disorders,"c/d Multicare Chicken Flavor Dog Food, Adult Wet Dog Food with Beef, Senior Small & Mini Breed Dry Dog Food with Chicken"
dalmatian,Laryngeal paralysis,Inherited respiratory disorders,"c/d Multicare Chicken Flavor Dog Food, Adult Wet Dog Food with Beef, Senior Small & Mini Breed Dry Dog Food with Chicken"
dalmatian,Atopy,Inherited skin disorders,"Adult Sensitive Stomach & Skin Tender Chicken & Vegetable Stew Dog Food, Adult Sensitive Stomach & Skin Chicken & Vegetable Entrée dog food, Adult Sensitive Stomach & Skin Salmon & Vegetable Entrée Dog Food"
dalmatian,Dalmatian bronzing syndrome,Inherited skin disorders,"Adult Sensitive Stomach & Skin Tender Chicken & Vegetable Stew Dog Food, Adult Sensitive Stomach & Skin Chicken & Vegetable Entrée dog food, Adult Sensitive Stomach & Skin Salmon & Vegetable Entrée Dog Food"
dalmatian,Demodicosis/ Demodectic mange,Inherited skin disorders,"Adult Sensitive Stomach & Skin Tender Chicken & Vegetable Stew Dog Food, Adult Sensitive Stomach & Skin Chicken & Vegetable Entrée dog food, Adult Sensitive Stomach & Skin Salmon & Vegetable Entrée Dog Food"
dalmatian,sebaceous adenitis,Inherited skin disorders,"Adult Sensitive Stomach & Skin Tender Chicken & Vegetable Stew Dog Food, Adult Sensitive Stomach & Skin Chicken & Vegetable Entrée dog food, Adult Sensitive Stomach & Skin Salmon & Vegetable Entrée Dog Food"
dandie dinmont terrier,Portosystemic shunt,Inherited cardiovascular disorders,"c/d Multicare Chicken Flavor Dog Food, Adult Wet Dog Food with Beef, Senior Small & Mini Breed Dry Dog Food with Chicken"
dandie dinmont terrier,Urolithiasis (stones),Inherited disorders of the urinary and reproductive systems,"c/d Multicare Urinary Care Stew for Dog Food with Chicken & added Vegetables Can, c/d Multicare Chicken Flavor Dog Food, c/d Multicare Dry Dog Food with Chicken Bag"
dandie dinmont terrier,Hyperadrenocorticism (Cushing's syndrome),Inherited endocrine disorders,"w/d Dry Dog Food with Chicken, w/d Wet Dog Food with Chicken, i/d Low Fat Digestive Care Dog Food"
dandie dinmont terrier,Glaucoma,Inherited eye disorders,"Puppy No Corn, Wheat, Soy Chicken & Brown Rice Recipe                                  , Puppy Large Breed Dry Dog Food with Chicken, Puppy Medium Breed Dry Dog Food with Lamb & Rice"
dandie dinmont terrier,Portosystemic shunt,Inherited gastrointestinal disorders,"Gastrointestinal Biome Mini Dry Dog Food with Chicken Bag, Gastrointestinal Biome Stew for Dogs with Chicken & added Carrots Can, Gastrointestinal Biome Dry Dog Food with Chicken Bag"
dandie dinmont terrier,Patellar luxation,Inherited musculoskeletal disorders,"c/d Multicare Chicken Flavor Dog Food, Adult Wet Dog Food with Beef, Senior Small & Mini Breed Dry Dog Food with Chicken"
dandie dinmont terrier,Intervertebral disk disease,Inherited musculoskeletal disorders,"c/d Multicare Chicken Flavor Dog Food, Adult Wet Dog Food with Beef, Senior Small & Mini Breed Dry Dog Food with Chicken"
dandie dinmont terrier,Intervertebral disk disease,Inherited nervous system disorders,"c/d Multicare Chicken Flavor Dog Food, Adult Wet Dog Food with Beef, Senior Small & Mini Breed Dry Dog Food with Chicken"
doberman pinscher,Immune-mediated hemolytic anemia (IMHA),Inherited blood disorders,"Adult Turkey & Barley Dog Food, Adult Chicken & Barley Entrée Dog Food, Adult Beef & Barley Entrée Dog Food"
doberman pinscher,von Willebrand's disease,Inherited blood disorders,"u/d Chicken Flavor Wet Dog Food, w/d Multi-Benefit Chicken Flavor Wet Dog Food, u/d Dry Dog Food"
doberman pinscher,Atrial septal defect (ASD),Inherited cardiovascular disorders,"c/d Multicare Chicken Flavor Dog Food, Adult Wet Dog Food with Beef, Senior Small & Mini Breed Dry Dog Food with Chicken"
doberman pinscher,Dilated cardiomyopathy,Inherited cardiovascular disorders,"c/d Multicare Chicken Flavor Dog Food, Adult Wet Dog Food with Beef, Senior Small & Mini Breed Dry Dog Food with Chicken"
doberman pinscher,Familial kidney disease,Inherited disorders of the urinary and reproductive systems,"k/d Stew for Dogs, k/d Kidney Care Wet Dog Food Original Can, k/d Dog Food"
doberman pinscher,Diabetes mellitus,Inherited endocrine disorders,"w/d Dry Dog Food with Chicken, w/d Wet Dog Food with Chicken, i/d Low Fat Digestive Care Dog Food"
doberman pinscher,Hypothyroidism,Inherited endocrine disorders,"w/d Dry Dog Food with Chicken, w/d Wet Dog Food with Chicken, i/d Low Fat Digestive Care Dog Food"
doberman pinscher,Cataracts,Inherited eye disorders,"Puppy No Corn, Wheat, Soy Chicken & Brown Rice Recipe                                  , Puppy Large Breed Dry Dog Food with Chicken, Puppy Medium Breed Dry Dog Food with Lamb & Rice"
doberman pinscher,Microphthalmia; ocular dysgenesis,Inherited eye disorders,"Puppy No Corn, Wheat, Soy Chicken & Brown Rice Recipe                                  , Puppy Large Breed Dry Dog Food with Chicken, Puppy Medium Breed Dry Dog Food with Lamb & Rice"
doberman pinscher,Retinal dysplasia,Inherited eye disorders,"Puppy No Corn, Wheat, Soy Chicken & Brown Rice Recipe                                  , Puppy Large Breed Dry Dog Food with Chicken, Puppy Medium Breed Dry Dog Food with Lamb & Rice"
doberman pinscher,Progressive retinal atrophy,Inherited eye disorders,"Puppy No Corn, Wheat, Soy Chicken & Brown Rice Recipe                                  , Puppy Large Breed Dry Dog Food with Chicken, Puppy Medium Breed Dry Dog Food with Lamb & Rice"
doberman pinscher,Chronic hepatitis,Inherited gastrointestinal disorders,"Gastrointestinal Biome Mini Dry Dog Food with Chicken Bag, Gastrointestinal Biome Stew for Dogs with Chicken & added Carrots Can, Gastrointestinal Biome Dry Dog Food with Chicken Bag"
doberman pinscher,Pemphigus,Inherited immune disorders,"Adult Turkey & Barley Dog Food, Adult Chicken & Barley Entrée Dog Food, Adult Beef & Barley Entrée Dog Food"
doberman pinscher,Cervical vertebral instability (Wobbler syndrome),Inherited musculoskeletal disorders,"c/d Multicare Chicken Flavor Dog Food, Adult Wet Dog Food with Beef, Senior Small & Mini Breed Dry Dog Food with Chicken"
doberman pinscher,Hemivertebra,Inherited musculoskeletal disorders,"c/d Multicare Chicken Flavor Dog Food, Adult Wet Dog Food with Beef, Senior Small & Mini Breed Dry Dog Food with Chicken"
doberman pinscher,Panosteitis,Inherited musculoskeletal disorders,"c/d Multicare Chicken Flavor Dog Food, Adult Wet Dog Food with Beef, Senior Small & Mini Breed Dry Dog Food with Chicken"
doberman pinscher,Intervertebral disk disease,Inherited musculoskeletal disorders,"c/d Multicare Chicken Flavor Dog Food, Adult Wet Dog Food with Beef, Senior Small & Mini Breed Dry Dog Food with Chicken"
doberman pinscher,Deafness,Inherited nervous system disorders,"c/d Multicare Chicken Flavor Dog Food, Adult Wet Dog Food with Beef, Senior Small & Mini Breed Dry Dog Food with Chicken"
doberman pinscher,Intervertebral disk disease,Inherited nervous system disorders,"c/d Multicare Chicken Flavor Dog Food, Adult Wet Dog Food with Beef, Senior Small & Mini Breed Dry Dog Food with Chicken"
doberman pinscher,Peripheral neuropathies,Inherited nervous system disorders,"c/d Multicare Chicken Flavor Dog Food, Adult Wet Dog Food with Beef, Senior Small & Mini Breed Dry Dog Food with Chicken"
doberman pinscher,Cervical vertebral instability (Wobbler syndrome),Inherited nervous system disorders,"c/d Multicare Chicken Flavor Dog Food, Adult Wet Dog Food with Beef, Senior Small & Mini Breed Dry Dog Food with Chicken"
